number,name,category,asterisk2,asterisk3,biggerlinks,smallerlinks,fronttext,backtext,frontimage,backimage
"30","ACTIVITY NODES","TOWNS","/100%","/100%","12, 13, 14, 14, 15, 28, 29, 31, 52, 100","31, 33, 36, 41, 43, 44, 47, 61, 65, 84, 85, 87, 88, 90, 93, 120","Community facilities scattered individually through the city do nothing for the life of the city.","Create nodes of activity throughout the community, spread about 300 yards apart. First identify those existing spots in the community where action seems to concentrate itself. Then modify the layout of the paths in the community to bring as many of them through these spots as possible. This makes each spot function as a ""node"" in the path network. Then, at the center of each node, make a small public square, and surround it with a combination of community facilities and shops which are mutually supportive.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//30/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//30/back.gif"
"31","PROMENADE","TOWNS","/100%","/100%","8, 12, 30","30, 32, 33, 58, 63, 100, 121, 123","Each subculture needs a center for its public life: a place where you can go to see people, and to be seen.","Encourage the gradual formation of a promenade at the heart of every community, linking the main activity nodes, and placed centrally, so that each point in the community is within 10 minutes' walk of it. Put main points of attraction at the two ends, to keep a constant movement up and down.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//31/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//31/back.gif"
"32","SHOPPING STREET","TOWNS","/100%","/80%","10, 19, 31","46, 48, 52, 54, 87, 97, 100, 244","Shopping centers depend on access: they need locations near major traffic arteries. However, the shoppers themselves don't benefit from traffic: they need quiet, comfort, and convenience, and access from the pedestrian paths in the surrounding area.","Encourage local shopping centers to grow in the form of short pedestrian streets, at right angles to major roads and opening off these roads with parking behind the shops, so that the cars can pull directly off the road, and yet not harm the shopping street.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//32/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//32/back.gif"
"33","NIGHT LIFE","TOWNS","/100%","/80%","10, 12, 31","30, 44, 58, 63, 88, 90, 91","Most of the city's activities close down at night; those which stay open won't do much for the night life of the city unless they are together.","Knit together shops, amusements, and services which are open at night, along with hotels, bars, and all-night diners to form centers of night life: well-lit, safe, and lively places that increase the intensity of pedestrian activity at night by drawing all the people who are out at night to the same few spots in the town. Encourage these evening centers to distribute themselves evenly across the town.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//33/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//33/back.gif"
"34","INTERCHANGE","TOWNS","/80%","/80%","11, 16","9, 20, 30, 39, 40, 41, 92, 119","Interchanges play a central role in public transportation. Unless the interchanges are working properly, the public transportation system will not be able to sustain itself.","At every interchange in the web of transportation follow these principles: 1. Surround the interchange with workplaces and housing types which specially need public transportation. 2. Keep the interior of the interchange continuous with the exterior pedestrian network, and maintain this continuity by building in small shops and kiosks and by keeping parking to one side. 3. Keep the transfer distance between different modes of transport down to 300 feet wherever possible, with an absolute maximum of 600 feet.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//34/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//34/back.gif"
"35","HOUSEHOLD MIX","TOWNS","/100%","/80%","14, 26, 37, 41","40, 68, 75, 76, 77, 78","No one stage in the life cycle is self-sufficient.","Encourage growth toward a mix of household types in every neighborhood, and every cluster, so that one-person households, couples, families with children, and group households are side by side.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//35/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//35/back.gif"
"36","DEGREES OF PUBLICNESS","TOWNS","/100%","/100%","14, 29, 30","37, 38, 38, 39, 51, 55, 100, 121, 123","People are different, and the way they want to place their houses in a neighborhood is one of the most basic kinds of difference.","Make a clear distinction between three kinds of homes - those on quiet backwaters, those on busy streets, and those that are more or less in between. Make sure that those on quiet backwaters are on twisting paths, and that these houses are themselves physically secluded; make sure that the more public houses are on busy streets with many people passing by all day long and that the houses themselves are relatively exposed to the passersby. The in between houses may then be located on the paths half-way between the other two. Give every neighborhood about equal numbers of these three kinds of homes.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//36/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//36/back.gif"
"37","HOUSE CLUSTER","TOWNS","/100%","/100%","14, 29, 35, 36","36, 38, 39, 57, 67, 75, 76, 77, 78, 79, 98, 103","People will not feel comfortable in their houses unless a group of houses forms a cluster, with the public land between them jointly owned by all the householders.","Arrange houses to form very rough, but identifiable clusters of 8 to 12 households around some common land and paths. Arrange the clusters so that anyone can walk through them, without feeling like a trespasser.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//37/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//37/back.gif"
"38","ROW HOUSES","TOWNS","/100%","/80%","29, 36, 37","23, 37, 52, 75, 76, 77, 78, 95, 103, 109","At densities of 15 to 30 houses per acre, row houses are essential. But typical row houses are dark inside, and stamped from an identical mould.","For row houses, place houses along pedestrian paths that run at right angles to local roads and parking lots, and give each house a long frontage and a shallow depth.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//38/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//38/back.gif"
"39","HOUSING HILL","TOWNS","/80%","/80%","21, 29","67, 68, 79, 118, 158, 177","Every town has places in it which are so central and desirable that at least 30-50 households per acre will be living there. But the apartment houses which reach this density are almost all impersonal.","To build more than 30 dwellings per net acre, or to build housing three or four stories high, build a hill of houses. Build them to form stepped terraces, sloping toward the south, served by a great central open stair which also faces south and leads toward a common garden . . .","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//39/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//39/back.gif"
"4","AGRICULTURAL VALLEYS","TOWNS","/100%","/80%","1, 3","3, 7","The land which is best for agriculture happens to be best for building too. But it is limited and once destroyed, it cannot be regained for centuries.","Preserve all agricultural valleys as farmland and protect this land from any development which would destroy or lock up the unique fertility of the soil. Even when valleys are not cultivated now, protect them: keep them for farms and parks and wilds.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//4/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//4/back.gif"
